日期,标题,发文机关,机关层级,主题分类,发文字号,所属公报号码,影响行业,情感倾向,情感置信度
2024/1/2,关于全面开展健康家庭建设的通知,国家卫生健康委办公厅 全国爱卫办 民政部办公厅 体育总局办公厅 国家疾控局综合司 共青团中央办公厅 全国妇联办公厅 中国计划生育协会办公室,国务院部门,卫生、体育&卫生,国卫办人口发〔2024〕1号,,半导体与信息技术,中性,0.7
2024/1/10,关于印发《优抚对象医疗保障经费管理办法》的通知,财政部 退役军人事务部 国家医保局,国务院部门,财政、金融、审计&财政,财社〔2024〕3号,,化工,中性,0.7
2024/1/10,关于印发《优抚对象医疗保障经费管理办法》的通知,财政部 退役军人事务部 国家医保局,国务院部门,财政、金融、审计&财政,财社〔2024〕3号,,传统能源,中性,0.7
2024/1/10,关于印发《优抚对象医疗保障经费管理办法》的通知,财政部 退役军人事务部 国家医保局,国务院部门,财政、金融、审计&财政,财社〔2024〕3号,,金融,中性,0.7
2024/1/10,关于印发《优抚对象医疗保障经费管理办法》的通知,财政部 退役军人事务部 国家医保局,国务院部门,财政、金融、审计&财政,财社〔2024〕3号,,医药,正面,0.7
2024/1/10,关于印发《优抚对象医疗保障经费管理办法》的通知,财政部 退役军人事务部 国家医保局,国务院部门,财政、金融、审计&财政,财社〔2024〕3号,,消费,中性,0.7
2024/1/10,关于印发《优抚对象医疗保障经费管理办法》的通知,财政部 退役军人事务部 国家医保局,国务院部门,财政、金融、审计&财政,财社〔2024〕3号,,房地产,中性,0.7
2024/1/10,关于印发《优抚对象医疗保障经费管理办法》的通知,财政部 退役军人事务部 国家医保局,国务院部门,财政、金融、审计&财政,财社〔2024〕3号,,电动车新能源,中性,0.7
2024/1/10,关于印发《优抚对象医疗保障经费管理办法》的通知,财政部 退役军人事务部 国家医保局,国务院部门,财政、金融、审计&财政,财社〔2024〕3号,,高端装备,中性,0.7
2024/1/10,关于印发《优抚对象医疗保障经费管理办法》的通知,财政部 退役军人事务部 国家医保局,国务院部门,财政、金融、审计&财政,财社〔2024〕3号,,旅游,中性,0.7
2024/1/10,关于印发《优抚对象医疗保障经费管理办法》的通知,财政部 退役军人事务部 国家医保局,国务院部门,财政、金融、审计&财政,财社〔2024〕3号,,半导体与信息技术,中性,0.7
2024/1/13,关于印发《公益事业捐赠票据使用管理办法》的通知,财政部,国务院部门,财政、金融、审计&其他,财综〔2024〕1号,,化工,中性,0.7
2024/1/13,关于印发《公益事业捐赠票据使用管理办法》的通知,财政部,国务院部门,财政、金融、审计&其他,财综〔2024〕1号,,传统能源,中性,0.75
2024/1/13,关于印发《公益事业捐赠票据使用管理办法》的通知,财政部,国务院部门,财政、金融、审计&其他,财综〔2024〕1号,,金融,中性,0.7
2024/1/13,关于印发《公益事业捐赠票据使用管理办法》的通知,财政部,国务院部门,财政、金融、审计&其他,财综〔2024〕1号,,医药,中性,0.7
2024/1/13,关于印发《公益事业捐赠票据使用管理办法》的通知,财政部,国务院部门,财政、金融、审计&其他,财综〔2024〕1号,,消费,正面,0.75
2024/1/13,关于印发《公益事业捐赠票据使用管理办法》的通知,财政部,国务院部门,财政、金融、审计&其他,财综〔2024〕1号,,房地产,中性,0.7
2024/1/13,关于印发《公益事业捐赠票据使用管理办法》的通知,财政部,国务院部门,财政、金融、审计&其他,财综〔2024〕1号,,电动车新能源,中性,0.7
2024/1/13,关于印发《公益事业捐赠票据使用管理办法》的通知,财政部,国务院部门,财政、金融、审计&其他,财综〔2024〕1号,,高端装备,中性,0.7
2024/1/13,关于印发《公益事业捐赠票据使用管理办法》的通知,财政部,国务院部门,财政、金融、审计&其他,财综〔2024〕1号,,旅游,中性,0.7
2024/1/13,关于印发《公益事业捐赠票据使用管理办法》的通知,财政部,国务院部门,财政、金融、审计&其他,财综〔2024〕1号,,半导体与信息技术,中性,0.7
2024/1/4,关于印发《关于加强会计师事务所基础性标准体系建设的指导意见》的通知,财政部,国务院部门,财政、金融、审计&其他,财会〔2024〕2号,,化工,中性,0.7
2024/1/4,关于印发《关于加强会计师事务所基础性标准体系建设的指导意见》的通知,财政部,国务院部门,财政、金融、审计&其他,财会〔2024〕2号,,传统能源,中性,0.7
2024/1/4,关于印发《关于加强会计师事务所基础性标准体系建设的指导意见》的通知,财政部,国务院部门,财政、金融、审计&其他,财会〔2024〕2号,,金融,正面,0.75
2024/1/4,关于印发《关于加强会计师事务所基础性标准体系建设的指导意见》的通知,财政部,国务院部门,财政、金融、审计&其他,财会〔2024〕2号,,医药,中性,0.7
2024/1/4,关于印发《关于加强会计师事务所基础性标准体系建设的指导意见》的通知,财政部,国务院部门,财政、金融、审计&其他,财会〔2024〕2号,,消费,中性,0.7
2024/1/4,关于印发《关于加强会计师事务所基础性标准体系建设的指导意见》的通知,财政部,国务院部门,财政、金融、审计&其他,财会〔2024〕2号,,房地产,中性,0.7
2024/1/4,关于印发《关于加强会计师事务所基础性标准体系建设的指导意见》的通知,财政部,国务院部门,财政、金融、审计&其他,财会〔2024〕2号,,电动车新能源,中性,0.7
2024/1/4,关于印发《关于加强会计师事务所基础性标准体系建设的指导意见》的通知,财政部,国务院部门,财政、金融、审计&其他,财会〔2024〕2号,,高端装备,中性,0.7
2024/1/4,关于印发《关于加强会计师事务所基础性标准体系建设的指导意见》的通知,财政部,国务院部门,财政、金融、审计&其他,财会〔2024〕2号,,旅游,中性,0.7
2024/1/4,关于印发《关于加强会计师事务所基础性标准体系建设的指导意见》的通知,财政部,国务院部门,财政、金融、审计&其他,财会〔2024〕2号,,半导体与信息技术,中性,0.7
2024/1/3,关于印发《城市社区嵌入式服务设施建设导则（试行）》的通知,国家发展改革委 住房城乡建设部 自然资源部,国务院部门,城乡建设、环境保护&城乡建设（含住房）,发改社会〔2024〕5号,,化工,中性,0.7
2024/1/3,关于印发《城市社区嵌入式服务设施建设导则（试行）》的通知,国家发展改革委 住房城乡建设部 自然资源部,国务院部门,城乡建设、环境保护&城乡建设（含住房）,发改社会〔2024〕5号,,传统能源,中性,0.7
2024/1/3,关于印发《城市社区嵌入式服务设施建设导则（试行）》的通知,国家发展改革委 住房城乡建设部 自然资源部,国务院部门,城乡建设、环境保护&城乡建设（含住房）,发改社会〔2024〕5号,,金融,正面,0.75
2024/1/3,关于印发《城市社区嵌入式服务设施建设导则（试行）》的通知,国家发展改革委 住房城乡建设部 自然资源部,国务院部门,城乡建设、环境保护&城乡建设（含住房）,发改社会〔2024〕5号,,医药,中性,0.7
2024/1/3,关于印发《城市社区嵌入式服务设施建设导则（试行）》的通知,国家发展改革委 住房城乡建设部 自然资源部,国务院部门,城乡建设、环境保护&城乡建设（含住房）,发改社会〔2024〕5号,,消费,正面,0.75
2024/1/3,关于印发《城市社区嵌入式服务设施建设导则（试行）》的通知,国家发展改革委 住房城乡建设部 自然资源部,国务院部门,城乡建设、环境保护&城乡建设（含住房）,发改社会〔2024〕5号,,房地产,正面,0.75
2024/1/3,关于印发《城市社区嵌入式服务设施建设导则（试行）》的通知,国家发展改革委 住房城乡建设部 自然资源部,国务院部门,城乡建设、环境保护&城乡建设（含住房）,发改社会〔2024〕5号,,电动车新能源,正面,0.75
2024/1/3,关于印发《城市社区嵌入式服务设施建设导则（试行）》的通知,国家发展改革委 住房城乡建设部 自然资源部,国务院部门,城乡建设、环境保护&城乡建设（含住房）,发改社会〔2024〕5号,,高端装备,中性,0.7
2024/1/3,关于印发《城市社区嵌入式服务设施建设导则（试行）》的通知,国家发展改革委 住房城乡建设部 自然资源部,国务院部门,城乡建设、环境保护&城乡建设（含住房）,发改社会〔2024〕5号,,旅游,正面,0.75
2024/1/3,关于印发《城市社区嵌入式服务设施建设导则（试行）》的通知,国家发展改革委 住房城乡建设部 自然资源部,国务院部门,城乡建设、环境保护&城乡建设（含住房）,发改社会〔2024〕5号,,半导体与信息技术,中性,0.7
2024/1/3,关于印发《生态环境执法人员行为规范》的通知,生态环境部,国务院部门,城乡建设、环境保护&环境监测、保护与治理,环执法〔2024〕2号,,化工,负面,0.75
2024/1/3,关于印发《生态环境执法人员行为规范》的通知,生态环境部,国务院部门,城乡建设、环境保护&环境监测、保护与治理,环执法〔2024〕2号,,传统能源,负面,0.75
2024/1/3,关于印发《生态环境执法人员行为规范》的通知,生态环境部,国务院部门,城乡建设、环境保护&环境监测、保护与治理,环执法〔2024〕2号,,金融,中性,0.7
2024/1/3,关于印发《生态环境执法人员行为规范》的通知,生态环境部,国务院部门,城乡建设、环境保护&环境监测、保护与治理,环执法〔2024〕2号,,医药,中性,0.7
2024/1/3,关于印发《生态环境执法人员行为规范》的通知,生态环境部,国务院部门,城乡建设、环境保护&环境监测、保护与治理,环执法〔2024〕2号,,消费,中性,0.7
2024/1/3,关于印发《生态环境执法人员行为规范》的通知,生态环境部,国务院部门,城乡建设、环境保护&环境监测、保护与治理,环执法〔2024〕2号,,房地产,中性,0.7
2024/1/3,关于印发《生态环境执法人员行为规范》的通知,生态环境部,国务院部门,城乡建设、环境保护&环境监测、保护与治理,环执法〔2024〕2号,,电动车新能源,中性,0.7
2024/1/3,关于印发《生态环境执法人员行为规范》的通知,生态环境部,国务院部门,城乡建设、环境保护&环境监测、保护与治理,环执法〔2024〕2号,,高端装备,中性,0.7
